Табельный номер,Фамилия И. О.,Пол,Год рождения,Начало работы (год),Подразделение,Должность,Оклад,Количество выполненных проектов
868,Ю. П. Низамаева,Ж,1968,1988,Проектирование и верификация программно-математического обеспечения,Инженер-исследователь,46162,15
869,К. Е. Фармозова,Ж,1993,2013,Отдел кадров,Начальник отдела,49469,1
870,К. Я. Зажоркина,Ж,1983,2003,Проектирование и верификация программно-математического обеспечения,Техник,34803,5
871,М. В. Письменова,Ж,1970,1990,Радиоэлектронная аппаратура,Инженер,27691,17
872,Л. А. Ракчаева,Ж,1999,2019,Отдел охраны труда,Инженер-исследователь,53136,7
873,С. Н. Дубакова,Ж,1978,1998,Отдел охраны труда,Инженер-программист,34562,4
874,К. И. Кассарина,Ж,1974,1994,Проектирование и верификация программно-математического обеспечения,Инженер,22201,14
875,А. А. Перемыкина,Ж,1978,1998,Проектирование и верификация программно-математического обеспечения,Экономист,39000,19
876,К. И. Розганова,Ж,1976,1996,Радиоэлектронная аппаратура,Техник,24639,20
877,Д. Б. Плюсова,Ж,1990,2010,Системы автоматизированного управления наземной техникой,Инженер-программист,50901,11
878,Л. Я. Гузаирова,Ж,1980,2000,Системы автоматизированного управления наземной техникой,Инженер-исследователь,43411,11
879,М. Н. Концанова,Ж,1985,2005,Информационно-управляющие системы для самолетов,Начальник отдела,23522,15
